bioassay_id,extraction_id,processing_id,expedition_id,target_species,assay_date,assay_type,therapeutic_target,cell_line_organism,assay_format,concentration_range_um,positive_control,incubation_time_hours,ic50_value_nm,max_inhibition_percent,hill_coefficient,selectivity_index,cytotoxicity_cc50_um,therapeutic_window,dose_response_quality,assay_reproducibility,statistical_significance,mechanism_of_action,structure_activity_notes,follow_up_priority,patent_potential,literature_precedent,assay_cost_usd,researcher,assay_notes
EXP-0004-PROC-1-EXT-1-ASSAY-3,EXP-0004-PROC-1-EXT-1,EXP-0004-PROC-1,EXP-0004,Conus geographus,2025-04-20,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.687 - 794.0 μM,Morphine,42.8,14.97,41.4,1.32,54.1,20.39,45.6,Good,0.912,True,Calcium channel blockade,Somebody together no history own money bill.,Low,True,Similar,453.0,Lawrence Ware,Off position radio itself.
EXP-0004-PROC-1-EXT-1-ASSAY-4,EXP-0004-PROC-1-EXT-1,EXP-0004-PROC-1,EXP-0004,Conus geographus,2025-04-11,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.403 - 891.4 μM,Morphine,28.9,14.18,47.4,2.82,46.0,714.28,37.0,Good,0.792,True,Calcium channel blockade,Cup anyone management another ever budget.,Medium,False,Known,322.66,Kyle Garza,Office expect popular task write.
EXP-0004-PROC-1-EXT-1-ASSAY-5,EXP-0004-PROC-1-EXT-1,EXP-0004-PROC-1,EXP-0004,Conus geographus,2025-04-14,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.704 - 497.6 μM,Morphine,66.0,0.05,52.0,1.27,5.2,20.85,32.0,Good,0.762,True,Calcium channel blockade,Expect success idea time truth although population.,Medium,False,Similar,664.99,Brandon Lang,Ever send hundred news finish.
EXP-0004-PROC-1-EXT-2-ASSAY-1,EXP-0004-PROC-1-EXT-2,EXP-0004-PROC-1,EXP-0004,Conus geographus,2025-04-14,Calcium Channel Assay,Chronic Pain,PC12 cells,384-well,0.454 - 511.9 μM,Morphine,50.1,200.22,42.7,1.24,28.7,114.41,8.2,Excellent,0.772,True,Calcium channel blockade,Another fear worker management political treat successful visit.,High,False,Novel,671.72,Danny Petersen,Black follow reach job.
EXP-0004-PROC-1-EXT-2-ASSAY-2,EXP-0004-PROC-1-EXT-2,EXP-0004-PROC-1,EXP-0004,Conus geographus,2025-04-02,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.542 - 33.5 μM,Morphine,7.6,71.57,83.3,0.72,84.8,45.76,36.9,Good,0.853,True,Calcium channel blockade,Because right speech staff.,Medium,False,Novel,1284.35,Abigail Watts,Employee size book.
EXP-0004-PROC-1-EXT-3-ASSAY-1,EXP-0004-PROC-1-EXT-3,EXP-0004-PROC-1,EXP-0004,Conus geographus,2025-04-22,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.949 - 903.2 μM,Morphine,63.3,11.67,69.7,2.62,51.0,27.22,37.7,Excellent,0.735,True,Calcium channel blockade,Avoid forget partner speech establish.,Medium,False,Similar,602.9,Chad Murray,Floor challenge once sure.
EXP-0004-PROC-1-EXT-3-ASSAY-2,EXP-0004-PROC-1-EXT-3,EXP-0004-PROC-1,EXP-0004,Conus geographus,2025-04-15,Calcium Channel Assay,Chronic Pain,DRG neurons,384-well,0.368 - 559.7 μM,Morphine,9.0,7.35,78.9,2.31,21.8,319.99,44.3,Excellent,0.854,True,Calcium channel blockade,Pm property miss drive long majority.,Medium,False,Similar,814.47,Raymond Webb,Enough fast bar next.
EXP-0004-PROC-2-EXT-1-ASSAY-1,EXP-0004-PROC-2-EXT-1,EXP-0004-PROC-2,EXP-0004,Conus geographus,2025-04-18,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.696 - 768.1 μM,Morphine,32.9,4.17,52.7,2.08,97.6,516.82,16.2,Fair,0.815,False,Calcium channel blockade,Process same day back will.,High,False,Known,1108.8,Adam Robinson,Could bit decade opportunity month teach.
EXP-0004-PROC-2-EXT-1-ASSAY-2,EXP-0004-PROC-2-EXT-1,EXP-0004-PROC-2,EXP-0004,Conus geographus,2025-04-09,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.864 - 654.7 μM,Morphine,61.9,10.75,92.6,1.0,8.7,16.54,39.6,Fair,0.909,False,Calcium channel blockade,Remain pretty summer black candidate.,High,False,Similar,495.18,Janice Chavez,Message sister could everyone clearly film thank possible.
EXP-0004-PROC-2-EXT-2-ASSAY-1,EXP-0004-PROC-2-EXT-2,EXP-0004-PROC-2,EXP-0004,Conus geographus,2025-04-10,Calcium Channel Assay,Chronic Pain,PC12 cells,384-well,0.286 - 510.1 μM,Morphine,39.2,62.49,74.9,2.45,20.0,133.33,3.5,Good,0.918,True,Calcium channel blockade,Leave blue book admit.,Low,False,Novel,390.67,Derek Alvarez,Laugh enter until base issue character maybe.
EXP-0004-PROC-2-EXT-2-ASSAY-2,EXP-0004-PROC-2-EXT-2,EXP-0004-PROC-2,EXP-0004,Conus geographus,2025-04-17,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.301 - 582.3 μM,Morphine,28.3,164.75,94.7,1.16,46.8,63.19,27.9,Good,0.937,True,Calcium channel blockade,Free kid have any him up create.,Low,True,Novel,1498.34,Christopher Hill,Management item race position where detail apply along.
EXP-0004-PROC-2-EXT-2-ASSAY-3,EXP-0004-PROC-2-EXT-2,EXP-0004-PROC-2,EXP-0004,Conus geographus,2025-04-09,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.489 - 32.3 μM,Morphine,50.1,56.11,58.1,0.92,41.3,3.86,12.4,Good,0.834,True,Calcium channel blockade,Draw mother every third record.,High,True,Similar,538.59,James Robinson,Manager commercial data PM relationship.
EXP-0004-PROC-2-EXT-2-ASSAY-4,EXP-0004-PROC-2-EXT-2,EXP-0004-PROC-2,EXP-0004,Conus geographus,2025-04-21,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.072 - 602.2 μM,Morphine,20.5,685.28,95.5,1.87,58.7,3598.65,20.7,Excellent,0.937,True,Calcium channel blockade,Safe behind me red live.,Low,True,Similar,1232.62,Terry Allen,Race coach forward lay while program.
EXP-0004-PROC-2-EXT-2-ASSAY-5,EXP-0004-PROC-2-EXT-2,EXP-0004-PROC-2,EXP-0004,Conus geographus,2025-04-10,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.701 - 297.7 μM,Morphine,22.8,163.2,53.8,0.5,71.8,13.22,9.4,Fair,0.726,True,Calcium channel blockade,Free concern enough baby quickly table.,Low,False,Novel,585.02,Tracy Aguilar,Their line and admit quite fact direction.
EXP-0004-PROC-2-EXT-2-ASSAY-6,EXP-0004-PROC-2-EXT-2,EXP-0004-PROC-2,EXP-0004,Conus geographus,2025-04-14,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.319 - 454.1 μM,Morphine,45.8,10.53,91.6,1.14,38.6,31.47,43.7,Good,0.866,True,Calcium channel blockade,Cold chair behind fight save laugh same.,Low,False,Novel,710.05,Dawn Tucker MD,Still feeling free.
EXP-0004-PROC-2-EXT-3-ASSAY-1,EXP-0004-PROC-2-EXT-3,EXP-0004-PROC-2,EXP-0004,Conus geographus,2025-04-13,Calcium Channel Assay,Chronic Pain,DRG neurons,384-well,0.926 - 910.2 μM,Morphine,37.9,6.81,81.4,2.71,21.5,2.13,46.0,Excellent,0.904,True,Calcium channel blockade,Simple tax total other both rate rock.,Medium,False,Known,1474.63,William Chase,Ground all officer receive.
EXP-0004-PROC-2-EXT-3-ASSAY-2,EXP-0004-PROC-2-EXT-3,EXP-0004-PROC-2,EXP-0004,Conus geographus,2025-04-16,Calcium Channel Assay,Chronic Pain,PC12 cells,384-well,0.805 - 900.3 μM,Morphine,45.7,11.84,70.1,0.61,35.5,17.09,9.8,Excellent,0.862,True,Calcium channel blockade,Grow season create western police whole.,High,True,Similar,857.13,Meghan Nolan,Would then company travel give former operation.
EXP-0004-PROC-3-EXT-1-ASSAY-1,EXP-0004-PROC-3-EXT-1,EXP-0004-PROC-3,EXP-0004,Conus geographus,2025-04-15,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.557 - 929.7 μM,Morphine,28.5,3.52,76.5,1.22,16.9,48.65,27.7,Good,0.833,False,Calcium channel blockade,Finally American mind gas partner.,High,False,Similar,391.05,Jesse Donaldson,Eye wide material rate letter change.
EXP-0004-PROC-3-EXT-1-ASSAY-2,EXP-0004-PROC-3-EXT-1,EXP-0004-PROC-3,EXP-0004,Conus geographus,2025-04-16,Calcium Channel Assay,Chronic Pain,PC12 cells,384-well,0.396 - 329.1 μM,Morphine,44.7,28.59,44.5,1.65,89.2,107.43,5.6,Good,0.947,True,Calcium channel blockade,Perhaps professor field explain son.,Medium,False,Similar,1438.88,Andrew Campbell,But major above good street anyone case these.
EXP-0004-PROC-3-EXT-1-ASSAY-3,EXP-0004-PROC-3-EXT-1,EXP-0004-PROC-3,EXP-0004,Conus geographus,2025-04-20,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.635 - 776.7 μM,Morphine,4.4,1.65,60.8,1.37,47.4,95.35,17.4,Fair,0.727,True,Calcium channel blockade,Program shoulder choice beat establish you culture.,Low,False,Similar,474.75,Angela Robinson,Usually eat question hit human tough throw.
EXP-0004-PROC-4-EXT-1-ASSAY-1,EXP-0004-PROC-4-EXT-1,EXP-0004-PROC-4,EXP-0004,Conus geographus,2025-04-25,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.638 - 648.8 μM,Morphine,59.9,20.57,81.8,1.97,83.4,12.54,4.5,Good,0.873,False,Calcium channel blockade,Others community job then source.,High,False,Similar,940.83,Randall Wright,Never feeling beat note pick national.
EXP-0004-PROC-4-EXT-1-ASSAY-2,EXP-0004-PROC-4-EXT-1,EXP-0004-PROC-4,EXP-0004,Conus geographus,2025-04-18,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.403 - 111.4 μM,Morphine,6.3,15.17,60.2,2.29,74.5,24.84,3.5,Excellent,0.755,True,Calcium channel blockade,Site street benefit money reason mean.,Low,False,Known,629.11,Heather Gomez,Inside improve agree next whatever inside sense.
EXP-0004-PROC-4-EXT-1-ASSAY-3,EXP-0004-PROC-4-EXT-1,EXP-0004-PROC-4,EXP-0004,Conus geographus,2025-04-22,Calcium Channel Assay,Chronic Pain,DRG neurons,96-well,0.407 - 362.1 μM,Morphine,57.4,2.29,84.3,1.49,27.0,57.09,19.4,Excellent,0.824,True,Calcium channel blockade,Trade skill oil health per tonight there apply.,Low,False,Novel,711.74,Beth Santiago,Space themselves least approach area stop practice.
EXP-0004-PROC-4-EXT-1-ASSAY-4,EXP-0004-PROC-4-EXT-1,EXP-0004-PROC-4,EXP-0004,Conus geographus,2025-04-26,Calcium Channel Assay,Chronic Pain,PC12 cells,96-well,0.654 - 776.2 μM,Morphine,59.0,1.1,84.2,2.25,25.4,52.04,45.3,Excellent,0.726,True,Calcium channel blockade,Organization state not real ten building.,Low,True,Novel,1479.23,Kayla Love,Might no whose carry time.
EXP-0005-PROC-1-EXT-1-ASSAY-1,EXP-0005-PROC-1-EXT-1,EXP-0005-PROC-1,EXP-0005,Salinispora tropica,2023-12-19,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,384-well,0.072 - 395.8 μM,Standard Control,53.9,0.86,75.7,2.68,5.7,11.26,19.9,Good,0.74,False,Proteasome inhibition,Feeling financial writer according.,Medium,True,Similar,1134.43,Mr. Brian Smith,They mind easy billion agency media hospital unit.
EXP-0005-PROC-1-EXT-1-ASSAY-2,EXP-0005-PROC-1-EXT-1,EXP-0005-PROC-1,EXP-0005,Salinispora tropica,2023-12-09,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.438 - 31.4 μM,Standard Control,35.9,0.35,47.9,1.44,67.6,55.58,39.3,Good,0.833,True,Proteasome inhibition,Identify work star success national.,High,False,Novel,1007.8,Melanie Villarreal,But chair against center seat drive memory record.
EXP-0005-PROC-1-EXT-1-ASSAY-3,EXP-0005-PROC-1-EXT-1,EXP-0005-PROC-1,EXP-0005,Salinispora tropica,2023-12-09,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.563 - 945.5 μM,Standard Control,15.7,181.9,73.6,1.14,27.0,114.2,2.9,Excellent,0.776,True,Proteasome inhibition,Live face property where manage.,High,True,Similar,1193.52,Jeanne Wolfe,Less spend challenge exist.
EXP-0005-PROC-1-EXT-1-ASSAY-4,EXP-0005-PROC-1-EXT-1,EXP-0005-PROC-1,EXP-0005,Salinispora tropica,2023-12-07,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.389 - 168.3 μM,Standard Control,29.9,67.18,44.1,1.77,33.6,64.18,25.9,Excellent,0.706,True,Proteasome inhibition,Nor action few population.,Low,False,Similar,675.63,Lisa Williams,While life rich everybody word group.
EXP-0005-PROC-2-EXT-1-ASSAY-1,EXP-0005-PROC-2-EXT-1,EXP-0005-PROC-2,EXP-0005,Salinispora tropica,2023-11-29,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,384-well,0.836 - 967.5 μM,Standard Control,32.7,175.42,65.6,1.88,23.9,33.11,37.4,Good,0.833,True,Proteasome inhibition,Decision total modern message company charge pretty.,Medium,True,Novel,1270.84,Julia Trevino,Everything several field hour.
EXP-0005-PROC-2-EXT-1-ASSAY-2,EXP-0005-PROC-2-EXT-1,EXP-0005-PROC-2,EXP-0005,Salinispora tropica,2023-11-30,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,384-well,0.004 - 456.4 μM,Standard Control,26.7,1.4,91.6,1.14,23.4,77.58,24.6,Excellent,0.825,True,Proteasome inhibition,Heavy line probably office until simple moment.,Low,False,Novel,558.1,Fred Moses,Once stop attack ahead run discuss.
EXP-0005-PROC-2-EXT-2-ASSAY-1,EXP-0005-PROC-2-EXT-2,EXP-0005-PROC-2,EXP-0005,Salinispora tropica,2023-12-02,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.736 - 146.9 μM,Standard Control,69.6,7.39,51.2,0.81,14.7,123.29,37.7,Excellent,0.817,True,Proteasome inhibition,Material quickly food discuss.,Low,False,Similar,1239.52,Sylvia Flynn,Tonight community throughout sense.
EXP-0005-PROC-2-EXT-2-ASSAY-2,EXP-0005-PROC-2-EXT-2,EXP-0005-PROC-2,EXP-0005,Salinispora tropica,2023-12-05,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,384-well,0.010 - 42.6 μM,Standard Control,61.6,2.09,81.3,2.48,31.4,206.66,2.8,Good,0.933,True,Proteasome inhibition,Two artist economy also seek kid.,High,False,Similar,714.22,Mark Johnson,Fly recognize help writer.
EXP-0005-PROC-2-EXT-2-ASSAY-3,EXP-0005-PROC-2-EXT-2,EXP-0005-PROC-2,EXP-0005,Salinispora tropica,2023-11-29,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.992 - 205.4 μM,Standard Control,42.3,12.25,78.0,2.4,98.6,90.0,9.8,Good,0.892,False,Proteasome inhibition,News cultural make quickly different score its.,High,True,Novel,706.56,Rachel Miller,Pick protect data.
EXP-0005-PROC-2-EXT-2-ASSAY-4,EXP-0005-PROC-2-EXT-2,EXP-0005-PROC-2,EXP-0005,Salinispora tropica,2023-11-23,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.400 - 619.2 μM,Standard Control,27.6,469.28,96.3,1.86,77.1,14.95,5.4,Good,0.753,False,Proteasome inhibition,Throw growth impact national.,Medium,False,Known,902.56,Cody Blair,Many strategy now list goal peace next.
EXP-0005-PROC-3-EXT-1-ASSAY-1,EXP-0005-PROC-3-EXT-1,EXP-0005-PROC-3,EXP-0005,Salinispora tropica,2023-12-13,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.574 - 926.5 μM,Standard Control,47.2,83.0,87.1,1.0,14.0,44.22,34.1,Excellent,0.84,True,Proteasome inhibition,Soon keep personal them.,High,True,Similar,1247.61,Bethany Holmes,Brother discover own former.
EXP-0005-PROC-3-EXT-1-ASSAY-2,EXP-0005-PROC-3-EXT-1,EXP-0005-PROC-3,EXP-0005,Salinispora tropica,2023-12-08,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,384-well,0.253 - 779.5 μM,Standard Control,69.0,98.88,67.6,1.41,35.9,632.6,32.2,Good,0.888,False,Proteasome inhibition,Start face stock hospital group.,Medium,True,Known,1114.22,Brooke Roberts,Offer table use matter human arm recently.
EXP-0005-PROC-3-EXT-1-ASSAY-3,EXP-0005-PROC-3-EXT-1,EXP-0005-PROC-3,EXP-0005,Salinispora tropica,2023-12-06,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.662 - 415.3 μM,Standard Control,64.7,11.24,83.8,2.53,86.0,106.29,49.6,Good,0.774,False,Proteasome inhibition,Old view world president.,Medium,False,Similar,1152.29,Jason Gonzalez,Cause natural safe under.
EXP-0005-PROC-3-EXT-1-ASSAY-4,EXP-0005-PROC-3-EXT-1,EXP-0005-PROC-3,EXP-0005,Salinispora tropica,2023-12-15,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.646 - 973.2 μM,Standard Control,5.9,171.75,68.9,0.7,56.5,75.79,17.3,Good,0.739,False,Proteasome inhibition,Dog authority way toward.,Medium,False,Similar,1318.84,Pamela Johnson,Wear our partner ball.
EXP-0005-PROC-3-EXT-2-ASSAY-1,EXP-0005-PROC-3-EXT-2,EXP-0005-PROC-3,EXP-0005,Salinispora tropica,2023-12-07,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.198 - 911.7 μM,Standard Control,14.2,26.81,55.8,1.02,60.3,3.49,5.4,Fair,0.715,False,Proteasome inhibition,Long can rich bit market different go.,Medium,True,Similar,746.69,Richard Walter,Again area similar specific move.
EXP-0005-PROC-3-EXT-2-ASSAY-2,EXP-0005-PROC-3-EXT-2,EXP-0005-PROC-3,EXP-0005,Salinispora tropica,2023-12-01,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,384-well,0.056 - 676.7 μM,Standard Control,64.4,7.06,57.8,2.29,9.3,116.07,40.8,Good,0.88,True,Proteasome inhibition,Radio scene need appear she receive.,Medium,False,Known,1175.53,Jeffery Taylor,Brother past tough goal gas truth.
EXP-0005-PROC-3-EXT-2-ASSAY-3,EXP-0005-PROC-3-EXT-2,EXP-0005-PROC-3,EXP-0005,Salinispora tropica,2023-12-05,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.374 - 157.3 μM,Standard Control,41.1,13.64,90.7,0.5,17.7,166.81,2.5,Good,0.782,True,Proteasome inhibition,Discussion open dinner section thousand.,Low,True,Novel,1389.83,Laura Ritter,Their economic arm.
EXP-0005-PROC-3-EXT-2-ASSAY-4,EXP-0005-PROC-3-EXT-2,EXP-0005-PROC-3,EXP-0005,Salinispora tropica,2023-12-08,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.031 - 439.6 μM,Standard Control,21.4,35.15,76.8,1.83,10.1,239.64,22.8,Good,0.95,True,Proteasome inhibition,Camera Congress analysis glass.,Low,True,Novel,1302.28,Dana Carter,Huge price prevent baby voice day relate spend.
EXP-0005-PROC-3-EXT-2-ASSAY-5,EXP-0005-PROC-3-EXT-2,EXP-0005-PROC-3,EXP-0005,Salinispora tropica,2023-12-06,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,384-well,0.109 - 478.1 μM,Standard Control,49.4,41.28,96.3,0.63,2.2,122.98,33.4,Fair,0.772,True,Proteasome inhibition,Kitchen few happen necessary than.,High,True,Novel,604.2,Steven Flores,Me approach too relationship perform evidence data.
EXP-0005-PROC-3-EXT-3-ASSAY-1,EXP-0005-PROC-3-EXT-3,EXP-0005-PROC-3,EXP-0005,Salinispora tropica,2023-11-30,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.388 - 258.8 μM,Standard Control,13.6,256.55,85.4,2.17,24.2,16.62,29.8,Excellent,0.843,True,Proteasome inhibition,Success minute figure need.,Medium,False,Similar,881.12,Nathaniel French,Within recognize practice.
EXP-0005-PROC-3-EXT-3-ASSAY-2,EXP-0005-PROC-3-EXT-3,EXP-0005-PROC-3,EXP-0005,Salinispora tropica,2023-12-01,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.137 - 76.0 μM,Standard Control,70.3,1.43,69.1,2.58,95.1,38.16,32.1,Good,0.788,True,Proteasome inhibition,Well again student establish open feel whole.,Medium,True,Similar,1023.99,Scott Cruz,Television his and.
EXP-0005-PROC-3-EXT-3-ASSAY-3,EXP-0005-PROC-3-EXT-3,EXP-0005-PROC-3,EXP-0005,Salinispora tropica,2023-11-28,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.034 - 817.7 μM,Standard Control,33.5,10.34,89.1,0.81,85.9,2.68,45.0,Fair,0.937,False,Proteasome inhibition,Here process mouth produce all.,Medium,False,Novel,776.99,Teresa Kent,Two traditional special opportunity serious game.
EXP-0005-PROC-4-EXT-1-ASSAY-1,EXP-0005-PROC-4-EXT-1,EXP-0005-PROC-4,EXP-0005,Salinispora tropica,2023-11-22,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.866 - 41.8 μM,Standard Control,47.1,94.23,93.2,2.32,92.9,176.75,17.3,Excellent,0.826,True,Proteasome inhibition,Its into role save arm body hold return.,High,False,Similar,316.9,Shannon Hurley,Interest rest shoulder employee whether level yeah.
EXP-0005-PROC-4-EXT-1-ASSAY-2,EXP-0005-PROC-4-EXT-1,EXP-0005-PROC-4,EXP-0005,Salinispora tropica,2023-12-02,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.909 - 18.1 μM,Standard Control,53.5,36.65,80.3,0.51,98.5,172.67,44.0,Excellent,0.924,True,Proteasome inhibition,Car address son week beat.,Medium,True,Novel,1091.09,Joshua Morgan,Although ever environmental economy president sign.
EXP-0005-PROC-4-EXT-1-ASSAY-3,EXP-0005-PROC-4-EXT-1,EXP-0005-PROC-4,EXP-0005,Salinispora tropica,2023-12-07,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.142 - 232.6 μM,Standard Control,41.1,67.8,53.9,0.5,76.0,411.13,49.3,Fair,0.902,True,Proteasome inhibition,Buy nothing fly.,Medium,True,Known,852.25,Christopher Ford,Across already grow point news impact.
EXP-0006-PROC-1-EXT-1-ASSAY-1,EXP-0006-PROC-1-EXT-1,EXP-0006-PROC-1,EXP-0006,Salinispora tropica,2025-10-29,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,24-well,0.527 - 323.5 μM,Standard Control,20.1,23.98,53.8,0.87,65.7,26.09,34.4,Good,0.888,True,Proteasome inhibition,Voice everybody particular finish ask conference she everybody.,Medium,False,Similar,904.29,Bethany Mccoy,That pretty discussion pressure.
EXP-0006-PROC-1-EXT-1-ASSAY-2,EXP-0006-PROC-1-EXT-1,EXP-0006-PROC-1,EXP-0006,Salinispora tropica,2025-10-25,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,384-well,0.275 - 210.6 μM,Standard Control,33.0,300.09,79.3,1.74,4.2,1272.97,31.0,Fair,0.879,False,Proteasome inhibition,Range team oil among.,Medium,False,Known,800.1,Amy Klein,Window administration suddenly support music.
EXP-0006-PROC-1-EXT-1-ASSAY-3,EXP-0006-PROC-1-EXT-1,EXP-0006-PROC-1,EXP-0006,Salinispora tropica,2025-10-16,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,384-well,0.828 - 389.0 μM,Standard Control,43.2,3.04,50.1,2.93,62.1,182.8,49.1,Excellent,0.784,True,Proteasome inhibition,Over glass back.,High,False,Known,1143.64,Jorge Young,Now stop race author interview executive.
EXP-0006-PROC-1-EXT-1-ASSAY-4,EXP-0006-PROC-1-EXT-1,EXP-0006-PROC-1,EXP-0006,Salinispora tropica,2025-10-23,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.037 - 707.4 μM,Standard Control,36.4,32.34,45.7,2.39,3.0,15.47,13.2,Excellent,0.923,True,Proteasome inhibition,Force small friend.,Medium,True,Novel,1162.24,Matthew Ruiz,Perform civil and us treatment.
EXP-0006-PROC-1-EXT-1-ASSAY-5,EXP-0006-PROC-1-EXT-1,EXP-0006-PROC-1,EXP-0006,Salinispora tropica,2025-10-22,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.994 - 240.0 μM,Standard Control,45.7,6.58,40.9,0.8,65.3,50.8,28.8,Fair,0.838,True,Proteasome inhibition,Blood deep finish.,Low,False,Similar,338.23,Natalie Logan,Vote her old price change several.
EXP-0006-PROC-1-EXT-2-ASSAY-1,EXP-0006-PROC-1-EXT-2,EXP-0006-PROC-1,EXP-0006,Salinispora tropica,2025-10-20,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.520 - 859.4 μM,Standard Control,29.4,11.29,56.8,0.63,79.8,104.22,21.4,Fair,0.757,True,Proteasome inhibition,Western when yeah not.,Medium,False,Similar,578.15,Miss Morgan Ryan MD,Sometimes parent process minute first crime offer.
EXP-0006-PROC-1-EXT-2-ASSAY-2,EXP-0006-PROC-1-EXT-2,EXP-0006-PROC-1,EXP-0006,Salinispora tropica,2025-10-24,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,24-well,0.916 - 134.4 μM,Standard Control,31.3,19.08,67.5,1.8,14.9,2.13,26.1,Fair,0.761,True,Proteasome inhibition,Forget sometimes within discuss fire.,Medium,False,Novel,521.2,Melissa Wallace,Gun goal measure trip president painting.
EXP-0006-PROC-1-EXT-2-ASSAY-3,EXP-0006-PROC-1-EXT-2,EXP-0006-PROC-1,EXP-0006,Salinispora tropica,2025-11-04,Proteasome Inhibition,Multiple Myeloma,HEK293 cells,96-well,0.471 - 394.0 μM,Standard Control,28.3,16.99,90.9,2.69,17.9,1605.29,7.7,Good,0.858,True,Proteasome inhibition,Skill discover still would understand each training.,Medium,False,Similar,661.47,Mary Jacobs,Game brother impact measure chance.
